noun,total,Collective,Common,Count,Derived,Eventive,Mass,Pluralia Tantum,Singularia Tantum,Usually Verb,Verbalizable,Collective_0,Collective_1,Common_0,Common_1,Count_0,Count_1,Derived_0,Eventive_0,Eventive_1,Mass_0,Mass_1,Pluralia Tantum_0,Pluralia Tantum_1,Singularia Tantum_0,Singularia Tantum_1,Usually Verb_0,Verbalizable_0,Verbalizable_1,Verbalizable_2
adoption,1.37335855,0.00000000,0.71404794,0.90610471,0.00000000,0.92907277,0.27716324,0.00000000,0.00000000,-0.56784171,-0.88518840,0.00000000,0.00000000,0.57065451,0.85744137,0.92700273,0.88520670,0.00000000,0.87852019,0.97962534,0.55432647,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.56784171,0.00000000,0.00000000,-0.88518840
adrenalin,2.05958468,0.00000000,0.34909415,0.95417857,0.00000000,0.94126314,0.45040339,0.00000000,0.00000000,-0.63535458,0.00000000,0.00000000,0.00000000,0.00000000,0.69818830,0.94614440,0.96221274,0.00000000,0.90901256,0.97351372,0.90080678,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.63535458,0.00000000,0.00000000,0.00000000
adrenaline,0.04753083,0.00000000,0.32604331,0.96354219,0.00000000,0.82119170,0.47582769,0.00000000,0.00000000,-0.60798442,-1.93108964,0.00000000,0.00000000,0.00000000,0.65208662,0.96542627,0.96165812,0.00000000,0.67718989,0.96519351,0.95165539,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.60798442,0.00000000,-0.96403354,-0.96705610
adult,-0.59246683,0.00000000,0.31962430,0.67290699,0.00000000,0.00000000,0.28802648,-0.30592313,0.00000000,-0.60456991,-0.96253157,0.00000000,0.00000000,0.00000000,0.63924861,0.66089290,0.68492109,0.00000000,0.00000000,0.00000000,0.57605296,0.00000000,-0.61184627,0.00000000,0.00000000,0.00000000,-0.60456991,0.00000000,0.00000000,-0.96253157
adulthood,-0.31832552,0.00000000,0.00000000,0.89516687,0.00000000,0.34638974,0.26598924,-0.28120008,0.00000000,-0.59744847,-0.94722283,0.00000000,0.00000000,0.00000000,0.00000000,0.93426400,0.85606974,0.00000000,0.00000000,0.69277948,0.53197849,0.00000000,-0.56240016,0.00000000,0.00000000,0.00000000,-0.59744847,0.00000000,0.00000000,-0.94722283
advance,0.37195113,0.00000000,0.72253686,0.93035635,0.00000000,0.95650423,0.26108831,0.00000000,0.00000000,-0.62440932,-1.87412530,0.00000000,0.00000000,0.72024423,0.72482949,0.92378592,0.93692678,0.00000000,0.93424028,0.97876817,0.52217662,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.62440932,-0.90258121,-0.97154409,0.00000000
advancement,1.11576447,0.00000000,0.38879940,0.93522215,0.00000000,0.96340632,0.38339138,0.00000000,0.00000000,-0.59805745,-0.95699733,0.00000000,0.00000000,0.00000000,0.77759880,0.92594409,0.94450021,0.00000000,0.94681758,0.97999507,0.76678276,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59805745,0.00000000,0.00000000,-0.95699733
advantage,1.42588127,0.00000000,0.72294572,0.95290345,0.00000000,0.91229391,0.41407803,0.00000000,0.00000000,-0.62189400,-0.95444584,0.00000000,0.00000000,0.62713969,0.81875175,0.93759918,0.96820772,0.00000000,0.85334271,0.97124511,0.82815605,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.62189400,0.00000000,0.00000000,-0.95444584
advent,0.11524314,0.41832477,0.71661279,0.95980921,0.00000000,0.93513596,0.00000000,0.00000000,0.00000000,-0.60978931,-2.30485028,0.83664954,0.00000000,0.67347413,0.75975144,0.95768774,0.96193069,0.00000000,0.89525008,0.97502184,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.60978931,-0.83029473,-0.51147234,-0.96308321
adverb,1.95959896,0.26273790,0.79711720,0.95401692,0.00000000,0.76154360,0.47466961,0.00000000,0.00000000,-0.70312691,-0.58735937,0.52547580,0.00000000,0.66974723,0.92448717,0.96345973,0.94457412,0.00000000,0.71408582,0.80900139,0.94933921,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.70312691,0.00000000,0.00000000,-0.58735937
advertisement,1.43127716,0.00000000,0.85917431,0.77499726,0.00000000,0.91596103,0.47172651,0.00000000,0.00000000,-0.62151229,-0.96906966,0.00000000,0.00000000,0.80734664,0.91100198,0.80044299,0.74955153,0.00000000,0.86754507,0.96437699,0.94345301,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.62151229,0.00000000,0.00000000,-0.96906966
advertising,2.10835120,0.00000000,0.38940859,0.89918244,0.00000000,0.95458904,0.48883390,0.00000000,0.00000000,-0.62366277,0.00000000,0.00000000,0.00000000,0.00000000,0.77881718,0.90143150,0.89693338,0.00000000,0.93016434,0.97901374,0.97766781,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.62366277,0.00000000,0.00000000,0.00000000
advice,2.45489445,0.26314947,0.38434374,0.95385349,0.00000000,0.92614797,0.48564908,0.00000000,0.00000000,-0.55824929,0.00000000,0.52629894,0.00000000,0.00000000,0.76868749,0.94355959,0.96414739,0.00000000,0.88126916,0.97102678,0.97129816,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.55824929,0.00000000,0.00000000,0.00000000
adviser,-0.15250349,0.38102400,0.55542830,0.44111148,0.00000000,0.00000000,0.27951288,0.00000000,-0.26496387,-0.57813823,-0.96647805,0.76204801,0.00000000,0.56825387,0.54260272,0.88222295,0.00000000,0.00000000,0.00000000,0.00000000,0.55902576,0.00000000,0.00000000,0.00000000,-0.52992773,0.00000000,-0.57813823,0.00000000,0.00000000,-0.96647805
advocacy,0.74060631,0.44345587,0.33777300,0.94700056,0.00000000,0.95902401,0.47101834,0.00000000,0.00000000,-0.61737704,-1.80028844,0.88691175,0.00000000,0.00000000,0.67554599,0.92460132,0.96939981,0.00000000,0.93912667,0.97892135,0.94203669,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.61737704,0.00000000,-0.84026641,-0.96002203
advocate,-1.37630087,0.44772053,0.60845757,0.76058555,0.00000000,0.00000000,0.00000000,-0.34423053,-0.32982141,-0.59200048,-1.92701209,0.89544106,0.00000000,0.60695946,0.60995567,0.85191727,0.66925383,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.68846107,0.00000000,-0.65964282,0.00000000,-0.59200048,-0.95666152,-0.97035056,0.00000000
affair,1.92065498,0.32930002,0.73717007,0.87666509,0.00000000,0.93828481,0.26996720,0.00000000,0.00000000,-0.58719718,-0.64353502,0.65860003,0.00000000,0.58274847,0.89159167,0.87234652,0.88098365,0.00000000,0.90173894,0.97483069,0.53993440,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58719718,0.00000000,0.00000000,-0.64353502
affect,1.14775801,0.00000000,0.62840098,0.93606606,0.00000000,0.80341911,0.35160920,0.00000000,0.00000000,-0.61627924,-0.95545810,0.00000000,0.00000000,0.56736213,0.68943983,0.93088752,0.94124460,0.00000000,0.64533520,0.96150303,0.70321840,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.61627924,0.00000000,-0.95545810,0.00000000
affidavit,1.45980293,0.00000000,0.85715902,0.90042722,0.00000000,0.85275799,0.42330247,0.00000000,0.00000000,-0.62347037,-0.95037341,0.00000000,0.00000000,0.81512499,0.89919305,0.85014677,0.95070767,0.00000000,0.76324797,0.94226801,0.84660494,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.62347037,0.00000000,0.00000000,-0.95037341
affiliate,0.64861104,0.93664184,0.77684233,0.94145334,0.00000000,0.62155974,0.00000000,0.00000000,-0.26952514,-0.59797233,-1.76038873,0.96920693,0.90407676,0.71797073,0.83571392,0.96871310,0.91419357,0.00000000,0.69388974,0.54922974,0.00000000,0.00000000,0.00000000,0.00000000,-0.53905028,0.00000000,-0.59797233,-0.87941420,-0.88097453,0.00000000
affinity,-0.14169645,0.34112924,0.40956876,0.97160161,0.00000000,0.83246973,0.46111923,0.00000000,0.00000000,-0.59268987,-2.56489515,0.68225849,0.00000000,0.00000000,0.81913751,0.97219115,0.97101206,0.00000000,0.69820368,0.96673578,0.92223847,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59268987,-0.63469261,-0.96370035,-0.96650219
afoul,-0.25540656,0.35399380,0.00000000,0.91833073,0.00000000,0.00000000,0.00000000,-0.29452285,0.00000000,-0.59227031,-0.64093792,0.70798761,0.00000000,0.00000000,0.00000000,0.92763746,0.90902400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58904570,0.00000000,0.00000000,-0.59227031,0.00000000,-0.64093792,0.00000000
afterlife,0.29775268,0.25446978,0.73250422,0.95049763,0.00000000,0.85383886,0.00000000,0.00000000,0.00000000,-0.58813989,-1.90541792,0.50893956,0.00000000,0.76379871,0.70120972,0.95445180,0.94654346,0.00000000,0.74252814,0.96514958,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58813989,0.00000000,-0.95573008,-0.94968784
aftermath,-1.01304972,0.00000000,0.65034816,0.93380043,0.00000000,0.80347347,0.00000000,0.00000000,0.00000000,-0.67679900,-2.72387278,0.00000000,0.00000000,0.54081857,0.75987774,0.93810523,0.92949563,0.00000000,0.63769758,0.96924937,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.67679900,-0.80424458,-0.95426559,-0.96536261
afternoon,0.23330727,0.26176932,0.86902624,0.80383947,0.00000000,0.80555448,0.00000000,0.00000000,0.00000000,-0.61467665,-1.89220560,0.52353865,0.00000000,0.90905672,0.82899576,0.67582923,0.93184972,0.00000000,0.64168596,0.96942300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.61467665,0.00000000,-0.95780778,-0.93439782
aftershave,1.25898767,0.29214507,0.77666435,0.90168491,0.00000000,0.94813037,0.48253840,0.00000000,0.00000000,-0.55503118,-1.58714426,0.58429015,0.00000000,0.72899449,0.82433420,0.86924416,0.93412566,0.00000000,0.93960273,0.95665801,0.96507680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.55503118,-0.95127463,-0.63586962,0.00000000
aftershock,1.77354544,0.26171824,0.83264694,0.88657868,0.00000000,0.93429315,0.37398899,0.00000000,0.00000000,-0.56755245,-0.94812810,0.52343649,0.00000000,0.84276754,0.82252634,0.85617739,0.91697997,0.00000000,0.89221525,0.97637105,0.74797797,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.56755245,0.00000000,-0.94812810,0.00000000
afterthought,2.28937557,0.27206582,0.42190200,0.91182494,0.00000000,0.89943472,0.38298768,0.00000000,0.00000000,-0.59883958,0.00000000,0.54413164,0.00000000,0.00000000,0.84380400,0.85494190,0.96870798,0.00000000,0.82708210,0.97178733,0.76597536,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59883958,0.00000000,0.00000000,0.00000000
age,-0.90277034,0.00000000,0.41882065,0.86870351,0.00000000,0.27604121,0.00000000,-0.25255156,0.00000000,-0.61881667,-1.59496748,0.00000000,0.00000000,0.00000000,0.83764130,0.89094263,0.84646440,0.00000000,0.00000000,0.55208242,0.00000000,0.00000000,-0.50510311,0.00000000,0.00000000,0.00000000,-0.61881667,-0.61995065,-0.97501683,0.00000000
agency,0.70131797,0.47070980,0.65442541,0.91421744,0.00000000,0.00000000,0.25531352,0.00000000,0.00000000,-0.62667674,-0.96667147,0.94141960,0.00000000,0.76771182,0.54113901,0.92445225,0.90398264,0.00000000,0.00000000,0.00000000,0.51062703,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.62667674,0.00000000,0.00000000,-0.96667147
agenda,0.88435772,0.28100380,0.83176896,0.94062829,0.00000000,0.88461453,0.47410515,0.00000000,0.00000000,-0.60895300,-1.91881001,0.56200761,0.00000000,0.82885963,0.83467829,0.91655856,0.96469802,0.00000000,0.79501480,0.97421426,0.94821030,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.60895300,0.00000000,-0.95303464,-0.96577537
agent,0.18580824,0.41502964,0.64778933,0.71831736,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.62988675,-0.96544135,0.83005929,0.00000000,0.75158781,0.54399085,0.88289177,0.55374295,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.62988675,0.00000000,0.00000000,-0.96544135
aggradation,1.50889567,0.26530439,0.35509533,0.94513851,0.00000000,0.95098138,0.39654300,-0.25561917,0.00000000,-0.63998073,-0.50856704,0.53060877,0.00000000,0.00000000,0.71019065,0.93202251,0.95825452,0.00000000,0.92096329,0.98099947,0.79308599,0.00000000,-0.51123834,0.00000000,0.00000000,0.00000000,-0.63998073,0.00000000,0.00000000,-0.50856704
aggression,0.40254134,0.25106552,0.38081223,0.92417583,0.00000000,0.93209720,0.46059316,0.00000000,0.00000000,-0.61440504,-1.93179756,0.50213104,0.00000000,0.00000000,0.76162446,0.92004979,0.92830187,0.00000000,0.88500452,0.97918987,0.92118633,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.61440504,0.00000000,-0.96446204,-0.96733552
aglet,0.12450925,0.48115680,0.71538535,0.91943780,0.00000000,0.43983823,0.00000000,0.00000000,0.00000000,-0.61571538,-1.81559354,0.96231359,0.00000000,0.84795874,0.58281195,0.88806707,0.95080853,0.00000000,0.00000000,0.87967646,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.61571538,-0.92215127,-0.89344227,0.00000000
agony,0.14192405,0.00000000,0.37610060,0.92824405,0.00000000,0.89323756,0.45716208,0.00000000,0.00000000,-0.58790678,-1.92491347,0.00000000,0.00000000,0.00000000,0.75220120,0.89337468,0.96311343,0.00000000,0.80737591,0.97909921,0.91432416,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58790678,0.00000000,-0.95994830,-0.96496516
agreement,0.81180865,0.36446503,0.73624051,0.90975502,0.00000000,0.87536293,0.41108811,0.00000000,0.00000000,-0.62936229,-1.85574067,0.72893006,0.00000000,0.63884956,0.83363146,0.88585943,0.93365061,0.00000000,0.77080750,0.97991836,0.82217622,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.62936229,0.00000000,-0.89330494,-0.96243572
agriculture,-0.13794398,0.00000000,0.30188549,0.94405368,0.00000000,0.93529552,0.48411113,-0.28292534,0.00000000,-0.59769869,-1.92266577,0.00000000,0.00000000,0.00000000,0.60377097,0.93297464,0.95513272,0.00000000,0.88967484,0.98091620,0.96822226,0.00000000,-0.56585068,0.00000000,0.00000000,0.00000000,-0.59769869,0.00000000,-0.95814276,-0.96452302
aid,0.47368264,0.00000000,0.36642811,0.86999330,0.00000000,0.83925804,0.48248562,0.00000000,0.00000000,-0.59803623,-1.48644620,0.00000000,0.00000000,0.00000000,0.73285621,0.91444331,0.82554328,0.00000000,0.70763105,0.97088504,0.96497124,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59803623,-0.51178294,-0.97466326,0.00000000
aide,-0.55860016,0.00000000,0.61256713,0.68726507,0.00000000,0.26523724,0.32131836,0.00000000,0.00000000,-0.63001657,-1.81497139,0.00000000,0.00000000,0.65113866,0.57399559,0.77531785,0.59921229,0.00000000,0.53047448,0.00000000,0.64263672,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.63001657,0.00000000,-0.97113907,-0.84383231
aim,-1.13087988,0.00000000,0.68020356,0.87157625,0.00000000,0.30896544,0.00000000,0.00000000,0.00000000,-0.56235319,-2.42927194,0.00000000,0.00000000,0.55644524,0.80396187,0.94493401,0.79821849,0.00000000,0.00000000,0.61793089,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.56235319,-0.92665291,-0.73521042,-0.76740861
air,0.37979609,0.00000000,0.28996146,0.92089823,0.00000000,0.29711646,0.46837220,0.00000000,0.00000000,-0.61976373,-0.97678852,0.00000000,0.00000000,0.00000000,0.57992291,0.90786165,0.93393481,0.00000000,0.59423292,0.00000000,0.93674439,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.61976373,0.00000000,-0.97678852,0.00000000
airbag,0.42130488,0.00000000,0.92390215,0.92133382,0.00000000,0.60502428,0.33312938,0.00000000,0.00000000,-0.58206588,-1.78001887,0.00000000,0.00000000,0.94062591,0.90717840,0.90298396,0.93968368,0.00000000,0.68146718,0.52858138,0.66625875,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58206588,-0.80314028,-0.97687858,0.00000000
airbus,0.60142499,0.43339863,0.92652816,0.94049597,0.00000000,0.41004100,0.32197571,0.00000000,0.00000000,-0.57667714,-1.85433733,0.86679727,0.00000000,0.93151855,0.92153776,0.93438673,0.94660521,0.00000000,0.82008201,0.00000000,0.00000000,0.64395142,0.00000000,0.00000000,0.00000000,0.00000000,-0.57667714,-0.88080823,-0.97352910,0.00000000
aircraft,-0.01956278,0.62668762,0.40975291,0.78632602,0.00000000,0.30980107,0.37596616,0.00000000,0.00000000,-0.59577978,-1.93231678,0.63692915,0.61644608,0.00000000,0.81950581,0.83118421,0.74146783,0.00000000,0.61960214,0.00000000,0.00000000,0.75193232,0.00000000,0.00000000,0.00000000,0.00000000,-0.59577978,0.00000000,-0.96594042,-0.96637636
airfare,1.87527931,0.29726315,0.73040938,0.93676993,0.00000000,0.96796894,0.41213629,0.00000000,0.00000000,-0.55920279,-0.91006559,0.59452629,0.00000000,0.59352130,0.86729747,0.91493887,0.95860100,0.00000000,0.95718580,0.97875208,0.82427257,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.55920279,0.00000000,-0.91006559,0.00000000
airfield,-0.26106980,0.00000000,0.80943501,0.91625094,0.00000000,0.00000000,0.26464859,0.00000000,0.00000000,-0.58542281,-1.66598153,0.00000000,0.00000000,0.76507974,0.85379028,0.91691971,0.91558218,0.00000000,0.00000000,0.00000000,0.52929717,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58542281,-0.68813330,-0.97784823,0.00000000
airforce,0.94514421,0.95660159,0.70815527,0.81652695,0.00000000,0.34535396,0.27954233,0.00000000,0.00000000,-0.58322573,-1.57781017,0.94991833,0.96328485,0.73441827,0.68189228,0.93070728,0.70234662,0.00000000,0.69070792,0.00000000,0.55908465,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58322573,-0.59731728,-0.98049289,0.00000000
airline,0.16341174,0.71642020,0.68369058,0.89694393,0.00000000,0.35301769,0.00000000,0.00000000,0.00000000,-0.56453627,-1.92212439,0.89985842,0.53298199,0.70370722,0.66367394,0.90266418,0.89122367,0.00000000,0.70603538,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.56453627,0.00000000,-0.95455009,-0.96757430
airmail,-0.03958020,0.35582733,0.68684745,0.86861348,0.00000000,0.89045477,0.48724094,0.00000000,0.00000000,-0.54904950,-2.77951467,0.71165466,0.00000000,0.58825237,0.78544253,0.79649740,0.94072956,0.00000000,0.82071424,0.96019530,0.97448188,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.54904950,-0.87775934,-0.97526872,-0.92648661
airman,0.86296251,0.33155420,0.70787230,0.69494069,0.00000000,0.32260525,0.38361600,0.00000000,0.00000000,-0.60639542,-0.97123051,0.66310841,0.00000000,0.73545372,0.68029088,0.87766224,0.51221913,0.00000000,0.64521050,0.00000000,0.00000000,0.76723200,0.00000000,0.00000000,0.00000000,0.00000000,-0.60639542,0.00000000,-0.97123051,0.00000000
airplane,0.49340880,0.40668160,0.91360024,0.92572430,0.00000000,0.35309121,0.42552981,0.00000000,0.00000000,-0.59726423,-1.93395412,0.81336319,0.00000000,0.90372735,0.92347312,0.92155367,0.92989492,0.00000000,0.70618242,0.00000000,0.85105962,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59726423,0.00000000,-0.96376401,-0.97019011
airport,-0.80749792,0.00000000,0.71925575,0.94288707,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.54378456,-1.92585617,0.00000000,0.00000000,0.67523313,0.76327837,0.94574654,0.94002759,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.54378456,0.00000000,-0.96005058,-0.96580559
airship,0.12843868,0.45860749,0.87802079,0.89742991,0.00000000,0.30092111,0.00000000,0.00000000,0.00000000,-0.58123314,-1.82530749,0.91721499,0.00000000,0.84510416,0.91093743,0.90935391,0.88550591,0.00000000,0.60184222,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58123314,-0.84599942,-0.97930807,0.00000000
airspace,-0.25993544,0.00000000,0.28267619,0.91821322,0.00000000,0.61810076,0.46703428,0.00000000,0.00000000,-0.62178230,-1.92417759,0.00000000,0.00000000,0.00000000,0.56535238,0.90137303,0.93505341,0.00000000,0.51409680,0.72210473,0.93406856,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.62178230,0.00000000,-0.96750122,-0.95667636
alarm,1.38287604,0.25383979,0.83932218,0.88500530,0.00000000,0.77805218,0.00000000,0.00000000,0.00000000,-0.56911093,-0.80423248,0.50767958,0.00000000,0.89218199,0.78646237,0.82344002,0.94657058,0.00000000,0.58418906,0.97191530,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.56911093,0.00000000,-0.80423248,0.00000000
alb,1.84319580,0.46882600,0.64309826,0.94096869,0.00000000,0.57566261,0.34148940,0.00000000,0.00000000,-0.60734046,-0.51950872,0.93765199,0.00000000,0.64432585,0.64187068,0.92859566,0.95334172,0.00000000,0.55448353,0.59684169,0.00000000,0.68297881,0.00000000,0.00000000,0.00000000,0.00000000,-0.60734046,0.00000000,-0.51950872,0.00000000
albatross,0.96207002,0.39859658,0.84687912,0.91560093,0.00000000,0.60135472,0.46523100,0.00000000,0.00000000,-0.60231000,-1.66328233,0.79719317,0.00000000,0.86528820,0.82847005,0.90277839,0.92842346,0.00000000,0.50236470,0.70034474,0.93046200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.60231000,-0.70282286,-0.96045947,0.00000000
album,1.85830787,0.38113400,0.79036918,0.84473112,0.00000000,0.93422863,0.40992859,0.00000000,0.00000000,-0.55142838,-0.95065528,0.76226801,0.00000000,0.66537535,0.91536301,0.75923645,0.93022579,0.00000000,0.92512411,0.94333315,0.81985718,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.55142838,0.00000000,0.00000000,-0.95065528
